a,b,count_a,count_b,family_obs_a,family_obs_b,family_cosine,shared_families
shy,ody,94,38,82,29,0.21002063972064533,6
chal,shedy,59,255,55,298,0.2098871509249776,15
dol,qoty,97,84,91,72,0.2097708340017092,8
cthy,she,100,41,71,34,0.20944602677046226,6
dar,ckhy,287,38,245,29,0.20938943388703074,10
s,key,328,33,285,36,0.20901287791236817,7
ody,qoky,38,137,29,113,0.20895164333579389,9
shody,sheo,50,46,44,35,0.20869596778242058,7
cthol,sheo,55,46,40,35,0.20869596778242058,5
oky,tar,103,43,92,36,0.20832735524660678,9
dain,she,173,41,145,34,0.2081864045894082,12
cthol,cthey,55,47,40,47,0.20802987782739982,6
shey,sheo,344,46,382,35,0.20784949443620038,21
dal,sheo,190,46,138,35,0.20759195233497876,14
sheo,shedy,46,255,35,298,0.207581105605779,13
chor,shey,215,344,199,382,0.20755862737671232,36
cthol,ches,55,44,40,45,0.20701966780270623,6
chdy,o,108,114,112,86,0.20657169281827079,17
tar,air,43,95,36,76,0.20655848728321635,7
chl,qol,33,147,30,143,0.20655360377506757,5
chol,o,367,114,365,86,0.20648940932463272,21
sar,air,77,95,49,76,0.2064380369875621,8
ar,qoty,449,84,400,72,0.2063667018891492,25
she,chos,41,42,34,44,0.20628424925175864,4
kol,oty,35,114,32,79,0.20625716183134754,7
shckhy,chl,55,33,67,30,0.2061156474669474,7
r,qoky,196,137,180,113,0.20607168068115628,19
she,cthey,41,47,34,47,0.20604084592303354,6
char,sheo,79,46,74,35,0.20539846638523876,8
chdy,chos,108,42,112,44,0.20523976532898647,11
cthy,cheo,100,75,71,58,0.20500581407129187,7
ar,cthol,449,55,400,40,0.20465474265927394,14
cthor,sar,45,77,41,49,0.20465066103378796,5
or,chdy,390,108,407,112,0.20418207572930924,42
shor,sor,91,43,87,47,0.20416711421361614,11
chol,am,367,115,365,39,0.20408256157777996,19
dol,qo,97,51,91,56,0.2040308739703875,10
ckhy,key,38,33,29,36,0.20385887657505022,6
chor,kal,215,30,199,27,0.2036658547748311,10
kal,lor,30,38,27,42,0.2036532699906392,6
cho,chl,77,33,58,30,0.20342484840021002,7
kchy,dor,36,63,35,69,0.20330938992731706,6
or,chckhy,390,141,407,156,0.20327506476013002,41
chol,ches,367,44,365,45,0.2032672021087066,21
ain,shy,149,94,105,82,0.20321383468489052,11
ckhey,daly,32,33,32,25,0.2032002032003048,4
ches,qoky,44,137,45,113,0.20301854938121744,13
kchy,chey,36,510,35,581,0.20291834899624075,16
ckhey,dar,32,287,32,245,0.20284899604533263,12
sor,key,43,33,47,36,0.20225995873897262,3
she,tar,41,43,34,36,0.20211302086361077,4
oly,qol,65,147,37,143,0.20198471258005432,7
chody,key,80,33,87,36,0.2017004557065876,7
qo,lor,51,38,56,42,0.20145574100634506,5
dol,ches,97,44,91,45,0.20133557410536024,9
ain,shckhy,149,55,105,67,0.2011595919880233,16
chody,ckhy,80,38,87,29,0.2010234272689897,8
cthey,ches,47,44,47,45,0.20097595560404077,13
oty,air,114,95,79,76,0.20075597946407314,14
cthor,o,45,114,41,86,0.20071293531189688,8
dair,chedy,93,341,76,408,0.20055772595472726,21
dal,key,190,33,138,36,0.20039002683654034,11
kar,shedy,58,255,47,298,0.2003434867296763,17
kchy,chl,36,33,35,30,0.200125117309704,5
cthor,air,45,95,41,76,0.20000756186551488,9
shor,qol,91,147,87,143,0.1999449012496309,12
dain,chos,173,42,145,44,0.19991906150500377,10
chey,sol,510,63,581,76,0.19982872572629481,21
qo,sheo,51,46,56,35,0.19977814746360809,8
dair,sal,93,48,76,42,0.19974563842731055,8
cthor,chedy,45,341,41,408,0.19965349868955762,15
qoty,tar,84,43,72,36,0.19936305570722498,7
chy,key,197,33,151,36,0.19932849992645313,13
dol,sheo,97,46,91,35,0.199275560132904,13
r,chckhy,196,141,180,156,0.19914736654073298,24
tol,sal,42,48,46,42,0.19895929090398415,7
she,oly,41,65,34,37,0.19876159799998133,7
chody,tar,80,43,87,36,0.1983028413804943,8
r,chody,196,80,180,87,0.19829785779693274,19
cho,sal,77,48,58,42,0.19822791512600968,10
ody,chckhy,38,141,29,156,0.1981881225643726,8
kar,air,58,95,47,76,0.19818500882235449,10
qoky,chl,137,33,113,30,0.19796714691575507,10
tol,chos,42,42,46,44,0.19795963131857117,6
shy,key,94,33,82,36,0.19772789470967508,7
chy,kar,197,58,151,47,0.19742789317995627,17
ar,shckhy,449,55,400,67,0.1972102445919324,34
chdy,r,108,196,112,180,0.19700007259012445,25
dor,chedy,63,341,69,408,0.19688729141892652,20
dain,ckhy,173,38,145,29,0.19657820241165552,10
cthey,sor,47,43,47,47,0.1965744373868644,6
cho,cthor,77,45,58,41,0.19653507529013658,9
cthor,kar,45,58,41,47,0.19646908900284496,7
kal,sheo,30,46,27,35,0.19634744970862508,7
oky,daly,103,33,92,25,0.196347449708625,4
shor,oly,91,65,87,37,0.19591793788175285,11
d,qol,53,147,32,143,0.19581674688935752,9
sal,oly,48,65,42,37,0.19574007317156783,4
chos,sol,42,63,44,76,0.1955986521303404,6
sho,o,118,114,124,86,0.19554408880013513,16
oky,sheo,103,46,92,35,0.1951219512195122,8
r,cthol,196,55,180,40,0.19496262646150428,8
sal,shedy,48,255,42,298,0.19492766405296022,15
dain,key,173,33,145,36,0.19480519480519481,13
shar,qo,34,51,24,56,0.19462473604038077,5
ar,daly,449,33,400,25,0.19451009184590537,15
chol,ody,367,38,365,29,0.1944179707278003,10
tol,cthey,42,47,46,47,0.19425717247145288,6
ar,cthy,449,100,400,71,0.19407673980229295,22
ain,chy,149,197,105,151,0.19347780138732532,22
r,chey,196,510,180,581,0.19308512661427052,41
oly,shckhy,65,55,37,67,0.19294292047210201,8
kal,sor,30,43,27,47,0.19277263893659974,5
sor,daly,43,33,47,25,0.1927726389365997,4
cthor,daly,45,33,41,25,0.19255709562623338,6
cho,cthey,77,47,58,47,0.19255561701187998,11
ain,ody,149,38,105,29,0.19254713970565038,10
shar,chcthy,34,84,24,88,0.192513385271705,8
ckhey,dair,32,93,32,76,0.19248709580458126,4
chckhy,tar,141,43,156,36,0.19211684257122963,14
shey,am,344,115,382,39,0.19209444215729865,18
qoky,shcthy,137,30,113,36,0.19195777393409091,9
oky,lor,103,38,92,42,0.19184143423281041,8
shar,sal,34,48,24,42,0.19178532059415368,4
ody,oty,38,114,29,79,0.1908260093025333,7
shody,l,50,156,44,144,0.1908100211990071,11
shor,chcthy,91,84,87,88,0.19075853568659878,15
cthy,chos,100,42,71,44,0.19061213113724368,8
cthey,shckhy,47,55,47,67,0.1904848294398648,6
chy,cho,197,77,151,58,0.19010137042019606,16
chcthy,l,84,156,88,144,0.19005914283772293,22
chcthy,sheo,84,46,88,35,0.19001047197680251,9
shar,chckhy,34,141,24,156,0.18981415059132417,10
al,shcthy,311,30,250,36,0.18947537092179506,19
cthy,l,100,156,71,144,0.18945369564558723,14
qoky,daly,137,33,113,25,0.1892967660082739,5
she,air,41,95,34,76,0.18925832465255626,7
kol,lor,35,38,32,42,0.1889822365046136,5
ain,cthol,149,55,105,40,0.18874112173304228,7
shy,kar,94,58,82,47,0.1885115452718528,12
sheo,key,46,33,35,36,0.18835264373920446,5
chdy,qol,108,147,112,143,0.18830520333250297,15
sor,sal,43,48,47,42,0.1879104702447051,4
shar,chl,34,33,24,30,0.18786728732554484,3
sheo,shckhy,46,55,35,67,0.18769750212382433,7
oky,chl,103,33,92,30,0.18748505440195307,9
chor,shcthy,215,30,199,36,0.18735659805710483,9
sho,sal,118,48,124,42,0.18729542332053115,9
d,al,53,311,32,250,0.1872787563480461,9
am,shckhy,115,55,39,67,0.1869893980016914,6
she,dair,41,93,34,76,0.18681617943926832,8
chey,dor,510,63,581,69,0.18669545747517463,22
daly,lor,33,38,25,42,0.1866821641580859,3
chos,key,42,33,44,36,0.18659112407133685,3
ckhy,al,38,311,29,250,0.18640600994314807,13
qol,key,147,33,143,36,0.18611002276957178,8
sho,she,118,41,124,34,0.18605210188381263,10
ckhy,oty,38,114,29,79,0.18594039241599103,8
ckhey,shcthy,32,30,32,36,0.1859339360402736,6
cthy,daly,100,33,71,25,0.18587528348817745,4
cthy,kal,100,30,71,27,0.18587528348817742,6
chey,cheo,510,75,581,58,0.18562389020770667,27
ches,daly,44,33,45,25,0.1854955583040673,9
cho,sheo,77,46,58,35,0.1852471483066804,9
cho,oky,77,103,58,92,0.18524714830668038,13
tol,cho,42,77,46,58,0.1851768354038771,7
cho,qol,77,147,58,143,0.1850707878767813,13
ckhey,ol,32,588,32,628,0.18503950878097616,15
ar,shor,449,91,400,87,0.18500927942050663,30
sal,sheo,48,46,42,35,0.18455957621888897,7
shor,ches,91,44,87,45,0.18455323681201571,13
sal,qoky,48,137,42,113,0.1845222668146148,10
chdy,air,108,95,112,76,0.18445719036428657,12
ar,chedy,449,341,400,408,0.18388490126929863,67
cthor,chl,45,33,41,30,0.18386578283823055,6
kol,kar,35,58,32,47,0.1832541665344578,7
or,chey,390,510,407,581,0.18289779387993454,58
tar,key,43,33,36,36,0.18281810603178267,3
chy,air,197,95,151,76,0.1827123949281525,20
tol,ches,42,44,46,45,0.18257418583505536,6
she,sheo,41,46,34,35,0.18220272220337375,7
s,am,328,115,285,39,0.18202714860886343,16
oky,ches,103,44,92,45,0.1814575136727401,8
chol,shckhy,367,55,365,67,0.18144078894150079,27
chdy,dol,108,97,112,91,0.18136077686256666,14
al,chos,311,42,250,44,0.18128012982745312,16
ckhey,ody,32,38,32,29,0.18116432546313532,4
chl,key,33,33,30,36,0.18098069149825669,7
chl,air,33,95,30,76,0.18083483732426361,7
sho,chl,118,33,124,30,0.18081014266989473,7
kar,shckhy,58,55,47,67,0.18071310601911925,8
chckhy,o,141,114,156,86,0.1804899523025107,16
am,sar,115,77,39,49,0.18017290186800486,8
ar,shey,449,344,400,382,0.17993575417573923,73
daly,shedy,33,255,25,298,0.17981924528550075,7
she,am,41,115,34,39,0.17978662999019787,6
y,shcthy,210,30,185,36,0.17968344059492197,13
oty,key,114,33,79,36,0.17965674766740417,7
chody,o,80,114,87,86,0.1794354237234389,14
cthy,am,100,115,71,39,0.17941783651469137,7
shedy,air,255,95,298,76,0.17921617319723687,18
chey,dol,510,97,581,91,0.178807718886199,34
sho,char,118,79,124,74,0.1784228666251031,15
chey,chl,510,33,581,30,0.17827822889744038,17
sho,daly,118,33,124,25,0.17821836774164518,9
kchy,kar,36,58,35,47,0.1782024496233496,6
shody,she,50,41,44,34,0.1781741612749496,7
oly,shcthy,65,30,37,36,0.17817416127494956,5
cthy,dol,100,97,71,91,0.17816682220950417,9
s,chody,328,80,285,87,0.17808259304436555,19
ar,cthey,449,47,400,47,0.17806075347517042,22
oty,l,114,156,79,144,0.17788239788020688,18
shody,dor,50,63,44,69,0.17738751654443555,8
qo,key,51,33,56,36,0.1767766952966369,7
cthey,sol,47,63,47,76,0.17676139459160137,4
oty,qol,114,147,79,143,0.1766520725325164,15
shody,ol,50,588,44,628,0.1763403104664525,18
chey,lor,510,38,581,42,0.176229932994399,10
cthol,daly,55,33,40,25,0.17600563227035038,2
qo,chos,51,42,56,44,0.17591979885341696,3
cthy,qol,100,147,71,143,0.17583842707363953,7
shar,chey,34,510,24,581,0.17583639807386453,15
chdy,cheo,108,75,112,58,0.17578076232766307,7
shody,sal,50,48,44,42,0.17546560158589916,6
sal,chedy,48,341,42,408,0.1752786945540643,16
dol,o,97,114,91,86,0.1746203515087745,10
d,qoky,53,137,32,113,0.17437494397625436,6
ckhy,chos,38,42,29,44,0.17434201093860166,5
cthol,kar,55,58,40,47,0.17413950625289046,6
sor,chcthy,43,84,47,88,0.1741143000264028,8
dol,chedy,97,341,91,408,0.1740675585990706,28
ches,qol,44,147,45,143,0.1736281597350888,12
or,qoty,390,84,407,72,0.17360042503040107,19
or,daly,390,33,407,25,0.17329142707236175,11
she,lor,41,38,34,42,0.17323371679589578,3
cho,qoky,77,137,58,113,0.17318309601707835,14
ckhey,kar,32,58,32,47,0.17277368511627197,6
cthey,daly,47,33,47,25,0.17269479902200693,6
chal,shcthy,59,30,55,36,0.17266633892068622,7
s,daly,328,33,285,25,0.1725602560068143,9
dair,daly,93,33,76,25,0.17255919256291524,3
ody,daly,38,33,29,25,0.17255919256291524,5
kal,ody,30,38,27,29,0.17255919256291524,4
chy,tar,197,43,151,36,0.1722167995299651,13
shckhy,qoky,55,137,67,113,0.171677563019954,17
kchy,shor,36,91,35,87,0.17152477146435263,4
chol,tar,367,43,365,36,0.17143927385415622,16
shor,chos,91,42,87,44,0.17122775865023515,8
cthol,o,55,114,40,86,0.17117121227366008,6
oky,air,103,95,92,76,0.1710094247791222,7
cho,chckhy,77,141,58,156,0.17083256870359284,13
tol,ckhy,42,38,46,29,0.17074694419062766,5
cheo,chckhy,75,141,58,156,0.17069380085575409,11
chdy,chl,108,33,112,30,0.1706302322963305,14
dol,shedy,97,255,91,298,0.17008941442043454,20
sal,shckhy,48,55,42,67,0.16994997617015364,8
dol,shy,97,94,91,82,0.16954325421982355,14
sal,ches,48,44,42,45,0.1695158759052026,10
she,sol,41,63,34,76,0.16932136536964906,7
oly,air,65,95,37,76,0.16927779169233606,5
sheo,sol,46,63,35,76,0.16923874942651676,7
s,chckhy,328,141,285,156,0.16918847286373484,28
shar,shy,34,94,24,82,0.1690308509457033,7
oly,lor,65,38,37,42,0.1690308509457033,3
oky,sar,103,77,92,49,0.16893067461275635,9
cthol,chedy,55,341,40,408,0.1688381853273663,10
kol,am,35,115,32,39,0.1685499656158105,6
chdy,sol,108,63,112,76,0.16846403649188976,12
chckhy,lor,141,38,156,42,0.16840826742715195,9
cho,chody,77,80,58,87,0.16831808510099955,12
shor,air,91,95,87,76,0.16831635501758715,14
cho,sol,77,63,58,76,0.16797720999169746,7
ckhy,dol,38,97,29,91,0.16775191062276443,5
am,shedy,115,255,39,298,0.1675869417101098,14
ckhey,ckhy,32,38,32,29,0.16733200530681508,3
ar,sho,449,118,400,124,0.1658746351869419,28
sheo,l,46,156,35,144,0.16581990263491955,12
chody,chl,80,33,87,30,0.1657160627539275,6
kchy,lor,36,38,35,42,0.16539535392599136,1
kchy,o,36,114,35,86,0.16528380379937035,9
sol,chedy,63,341,76,408,0.16519297574098518,21
sor,chedy,43,341,47,408,0.16509013553726043,17
shar,qoty,34,84,24,72,0.16508256192660767,4
chey,tar,510,43,581,36,0.16499257747979962,16
chey,am,510,115,581,39,0.16490639548455205,17
ar,shedy,449,255,400,298,0.16485079992765742,48
cho,dor,77,63,58,69,0.1646135882580682,8
dair,shedy,93,255,76,298,0.16446507451339437,21
ol,ckhy,588,38,628,29,0.16445566481574253,16
or,chy,390,197,407,151,0.1643204916724059,33
cheo,air,75,95,58,76,0.1641466292914566,10
cthy,shckhy,100,55,71,67,0.1640184736209459,8
shar,kal,34,30,24,27,0.16395645894598826,5
qoty,lor,84,38,72,42,0.163109563575315,3
dar,sheo,287,46,245,35,0.16291581233481162,13
she,kar,41,58,34,47,0.16289259247507362,6
ody,shckhy,38,55,29,67,0.16284238361758677,6
ckhey,char,32,79,32,74,0.162746694241347,7
cho,key,77,33,58,36,0.1625640221905888,6
daly,key,33,33,25,36,0.1624591083221647,3
ckhy,ody,38,38,29,29,0.16239958858823006,1
qo,shor,51,91,56,87,0.16222142113076254,13
shcthy,key,30,33,36,36,0.16216874328520062,4
shody,am,50,115,44,39,0.16216874328520062,4
she,cho,41,77,34,58,0.1617491598051576,4
chol,kal,367,30,365,27,0.16130906061680694,20
shody,qol,50,147,44,143,0.1609452714159103,5
she,cthor,41,45,34,41,0.1608168802256692,7
ol,sheo,588,46,628,35,0.16067914283519072,16
oly,daly,65,33,37,25,0.16064386578049974,5
ckhey,chos,32,42,32,44,0.160451490647684,4
am,chedy,115,341,39,408,0.15999604952902916,18
shar,kchy,34,36,24,35,0.15978709238739222,3
sal,chcthy,48,84,42,88,0.15975537106586438,9
dal,ody,190,38,138,29,0.15963620746952265,9
or,kol,390,35,407,32,0.15946757501730136,16
kchy,sheo,36,46,35,35,0.1594619911505301,6
kol,cheo,35,75,32,58,0.15927548391162055,5
kchy,chckhy,36,141,35,156,0.15887064923174918,11
shody,cho,50,77,44,58,0.15850736486866462,7
chdy,sar,108,77,112,49,0.15826576181802823,13
or,sho,390,118,407,124,0.15823614674284528,29
cheo,key,75,33,58,36,0.15819461514694902,2
d,ain,53,149,32,105,0.1581344533439003,6
cheo,qol,75,147,58,143,0.15797933546207105,13
sor,shedy,43,255,47,298,0.15748318486775206,11
cho,chcthy,77,84,58,88,0.15743507142179686,14
tol,oty,42,114,46,79,0.15742090429123992,7
chcthy,tar,84,43,88,36,0.15737789507292674,9
cthor,shedy,45,255,41,298,0.15730709946901145,13
ain,chl,149,33,105,30,0.15711968670365706,3
shor,l,91,156,87,144,0.15701788843637632,17
shey,cthol,344,55,382,40,0.15697306316827137,14
y,ckhy,210,38,185,29,0.15637585146043018,8
qo,oty,51,114,56,79,0.15635262099882088,11
kol,d,35,53,32,32,0.15590239111558088,5
shar,qoky,34,137,24,113,0.15577330726978417,6
ckhy,sal,38,48,29,42,0.15536386656646636,5
d,chey,53,510,32,581,0.15525601525897825,11
kol,chos,35,42,32,44,0.154713186938819,4
chy,sal,197,48,151,42,0.15432248836216084,12
shar,ckhy,34,38,24,29,0.15430334996209194,2
qoty,sheo,84,46,72,35,0.15404884978892908,5
kal,chl,30,33,27,30,0.15401027590842437,4
cthey,ody,47,38,47,29,0.15396705457510432,5
kar,daly,58,33,47,25,0.15359595966440226,2
ches,air,44,95,45,76,0.1535797663736217,12
dol,chos,97,42,91,44,0.15354257854301792,8
sho,chos,118,42,124,44,0.15351847263525606,8
ar,shody,449,50,400,44,0.15349105699445548,15
sho,cheo,118,75,124,58,0.15339714078282463,10
oly,chl,65,33,37,30,0.1533929977694741,5
chdy,cho,108,77,112,58,0.1532668299572343,12
kal,qo,30,51,27,56,0.15316791621349674,5
r,chy,196,197,180,151,0.15309837177093502,22
cthol,sar,55,77,40,49,0.1530488303665731,4
char,ckhy,79,38,74,29,0.15283675395360033,7
cho,chedy,77,341,58,408,0.15282954971345206,22
cthol,chl,55,33,40,30,0.1527830828380352,5
dol,kal,97,30,91,27,0.1527825875119516,4
ain,ches,149,44,105,45,0.1527723959972784,11
shy,daly,94,33,82,25,0.15242534875526562,3
cthy,tar,100,43,71,36,0.1523943690424518,7
tol,key,42,33,46,36,0.1522862259682932,7
ckhy,cheo,38,75,29,58,0.15203277504208884,3
ckhy,shor,38,91,29,87,0.1519974097703536,7
sol,shedy,63,255,76,298,0.1519861904246642,11
ckhy,kal,38,30,29,27,0.15179418517972906,4
kol,tar,35,43,32,36,0.15158476564770812,6
ckhy,oly,38,65,29,37,0.15118578920369088,4
am,ody,115,38,39,29,0.15114173098063569,5
chos,l,42,156,44,144,0.1510520594337435,6
cho,qoty,77,84,58,72,0.15068458906027513,9
ar,shy,449,94,400,82,0.15065077522571338,31
sal,sar,48,77,42,49,0.1503869085168182,4
kol,shckhy,35,55,32,67,0.1502313031443329,6
cthey,tar,47,43,47,36,0.14991673604687317,6
ar,ody,449,38,400,29,0.1497688870319985,16
cho,shy,77,94,58,82,0.1497506232689374,9
ar,kol,449,35,400,32,0.1497310683789794,18
cho,shckhy,77,55,58,67,0.14953715113864477,9
s,chdy,328,108,285,112,0.1495230130736679,22
sheo,shcthy,46,30,35,36,0.1493306785893115,6
r,am,196,115,180,39,0.14895046563597686,8
sal,lor,48,38,42,42,0.1488875000956395,4
sor,shckhy,43,55,47,67,0.14884168150705016,7
cho,air,77,95,58,76,0.14868867856503037,11
ol,ody,588,38,628,29,0.1486309987587523,16
chol,sal,367,48,365,42,0.14850489365248898,21
shol,chl,176,33,179,30,0.1482656606430789,8
r,sal,196,48,180,42,0.14778389320776628,21
kol,sal,35,48,32,42,0.14771973696718788,5
s,qoky,328,137,285,113,0.14771161436056696,24
ain,chos,149,42,105,44,0.14764752189592978,10
kchy,oty,36,114,35,79,0.14708564032266805,8
air,key,95,33,76,36,0.14673479641335554,8
ain,o,149,114,105,86,0.1466914548911657,7
chcthy,qol,84,147,88,143,0.1465351118621263,12
shar,shody,34,50,24,44,0.14638501094227999,4
qo,chl,51,33,56,30,0.14625448482542613,5
ckhey,ches,32,44,32,45,0.14605934866804426,8
dol,chl,97,33,91,30,0.14588654843165563,6
shey,cho,344,77,382,58,0.14553445468636625,24
d,dol,53,97,32,91,0.1452499612678262,5
s,chy,328,197,285,151,0.14472140766802596,23
cho,oly,77,65,58,37,0.14467284665112365,5
sho,sor,118,43,124,47,0.14422205101855956,6
shckhy,sol,55,63,67,76,0.144014645046691,5
chol,sar,367,77,365,49,0.14392501418321854,13
dol,chcthy,97,84,91,88,0.14374464561167458,12
am,qo,115,51,39,56,0.14373989364401726,4
shody,sor,50,43,44,47,0.14342743312012726,7
sheo,oty,46,114,35,79,0.14316425279852696,8
she,ain,41,149,34,105,0.14314958357846705,9
qo,oly,51,65,56,37,0.14301938838683884,8
chckhy,chos,141,42,156,44,0.14297628978599175,9
she,chl,41,33,34,30,0.14291548761875736,5
cthey,lor,47,38,47,42,0.14277288620407036,4
or,kchy,390,36,407,35,0.14230097607677686,13
am,key,115,33,39,36,0.14229523493180476,4
r,qoty,196,84,180,72,0.1421983558769826,15
sho,am,118,115,124,39,0.14216114170120542,7
chol,shedy,367,255,365,298,0.14211504994826316,44
kchy,chcthy,36,84,35,88,0.1419745572840903,9
kchy,air,36,95,35,76,0.14197455728409025,6
chckhy,sar,141,77,156,49,0.14175355380614144,12
kchy,tar,36,43,35,36,0.14150982753544497,3
sal,daly,48,33,42,25,0.14149998919097348,3
oty,chl,114,33,79,30,0.14149124571834235,7
chol,lor,367,38,365,42,0.14144231220634162,11
chol,shcthy,367,30,365,36,0.1411416460025776,9
or,cthy,390,100,407,71,0.14106194675293654,21
dair,ody,93,38,76,29,0.14102564102564105,6
she,ckhy,41,38,34,29,0.14085904245475275,5
shor,sar,91,77,87,49,0.14084075958014158,10
dair,shckhy,93,55,76,67,0.14063660403337036,4
she,qol,41,147,34,143,0.14051381485392478,10
cthol,tar,55,43,40,36,0.14044414010296893,5
ches,chedy,44,341,45,408,0.14041917537360005,16
chdy,daly,108,33,112,25,0.14040392319570533,7
char,sal,79,48,74,42,0.14031318982731233,7
sheo,daly,46,33,35,25,0.14024817836330364,4
kol,ches,35,44,32,45,0.1398577319463789,7
she,shcthy,41,30,34,36,0.13944333775567924,6
tol,chcthy,42,84,46,88,0.13928812413569822,11
chody,cheo,80,75,87,58,0.13928062921434384,8
dal,shcthy,190,30,138,36,0.13901493939225787,11
am,chl,115,33,39,30,0.13874918701886407,4
shar,key,34,33,24,36,0.13762047064079508,3
ckhy,sol,38,63,29,76,0.1373785654642566,7
ain,cheo,149,75,105,58,0.13733779092303697,9
ckhey,cho,32,77,32,58,0.1372487132993442,7
am,ckhy,115,38,39,29,0.13675269175156554,3
ain,cho,149,77,105,58,0.1358387059056147,9
shody,sol,50,63,44,76,0.13575911517299935,6
chey,chos,510,42,581,44,0.13560115265723238,15
shey,ches,344,44,382,45,0.13551736665211658,19
cheo,qoky,75,137,58,113,0.13542450169171608,11
shedy,lor,255,38,298,42,0.13538112071509548,7
or,sal,390,48,407,42,0.13513649542870296,19
cthol,lor,55,38,40,42,0.13468700594029476,4
cho,cthol,77,55,58,40,0.1344910974643215,5
chy,chl,197,33,151,30,0.13437314955242213,9
or,shor,390,91,407,87,0.13422111661470879,24
chy,lor,197,38,151,42,0.1341902490983086,8
sheo,kar,46,58,35,47,0.13355763199075443,4
she,ody,41,38,34,29,0.13344012817090595,4
oky,sal,103,48,92,42,0.13329302726919756,6
sho,r,118,196,124,180,0.13313673157168487,23
shy,o,94,114,82,86,0.1330346573819203,11
chdy,d,108,53,112,32,0.1329540058695776,6
sol,key,63,33,76,36,0.13273601259969878,4
r,shor,196,91,180,87,0.13263618586176854,17
dor,shedy,63,255,69,298,0.131757072185895,11
sal,shy,48,94,42,82,0.13169664600188002,6
chal,sheo,59,46,55,35,0.13160778088201544,5
kchy,kal,36,30,35,27,0.13099062926556151,3
char,shor,79,91,74,87,0.13077473096865846,13
chor,key,215,33,199,36,0.13072756259258228,11
oky,shcthy,103,30,92,36,0.1306643437656475,4
chol,key,367,33,365,36,0.1303835659172008,20
ain,shcthy,149,30,105,36,0.13003332305753942,6
ckhey,sal,32,48,32,42,0.12998673672393632,6
cho,dol,77,97,58,91,0.12994906455333483,11
kchy,d,36,53,35,32,0.12994686259757507,3
am,cthey,115,47,39,47,0.1296518626509113,5
cthor,key,45,33,41,36,0.1293016367670472,5
chedy,lor,341,38,408,42,0.12924899920123795,9
s,chey,328,510,285,581,0.12921359015735637,38
shar,ckhey,34,32,24,32,0.12909944487358055,2
sor,ody,43,38,47,29,0.12890067732709792,7
cthor,shckhy,45,55,41,67,0.12885189058084473,5
cthy,ches,100,44,71,45,0.12724407429197068,8
ckhey,kal,32,30,32,27,0.12700012700019048,3
cthy,chl,100,33,71,30,0.12677540207595642,5
cthor,sal,45,48,41,42,0.1266977453163713,7
cthy,kar,100,58,71,47,0.12643435270043465,5
cthol,dol,55,97,40,91,0.12630431414593585,8
chy,chos,197,42,151,44,0.1262722893419855,10
cthey,sal,47,48,47,42,0.12625427967391514,7
tol,sheo,42,46,46,35,0.12620745837125322,5
kchy,cho,36,77,35,58,0.12583221237211148,5
sheo,ody,46,38,35,29,0.12503908082008885,4
oky,ody,103,38,92,29,0.12503908082008883,3
am,shy,115,94,39,82,0.12483755678647185,7
dair,shcthy,93,30,76,36,0.12440333788202981,6
chdy,kchy,108,36,112,35,0.12439408271422456,8
kchy,dol,36,97,35,91,0.12408114112986977,8
shor,shcthy,91,30,87,36,0.12401353750547009,6
shy,lor,94,38,82,42,0.1239325167479584,5
ar,shcthy,449,30,400,36,0.1235579174560429,15
kchy,ckhy,36,38,35,29,0.12327841818038446,2
dy,chl,204,33,144,30,0.12316768503861267,6
cthy,key,100,33,71,36,0.1225859796402981,5
chal,shckhy,59,55,55,67,0.12242643660393257,7
shey,lor,344,38,382,42,0.12221447078718697,10
shar,chody,34,80,24,87,0.12213569122833508,5
chal,ckhy,59,38,55,29,0.12209353913347193,4
cthey,o,47,114,47,86,0.12181084679142179,10
shar,she,34,41,24,34,0.12171612389003691,2
shy,tar,94,43,82,36,0.12162819314183194,7
ckhey,ain,32,149,32,105,0.12146644952683738,7
qoky,sar,137,77,113,49,0.12135002401253758,9
chor,shedy,215,255,199,298,0.12032488746349933,29
shar,shey,34,344,24,382,0.11978156116031914,11
she,kal,41,30,34,27,0.11973686801784993,3
shy,ches,94,44,82,45,0.11952286093343935,9
kal,dor,30,63,27,69,0.1192082258421242,5
shy,chl,94,33,82,30,0.1190826279056167,7
chos,qoky,42,137,44,113,0.11906076147536357,6
or,shckhy,390,55,407,67,0.11893337163517109,21
sal,key,48,33,42,36,0.1187711373697344,4
cthy,d,100,53,71,32,0.11853911695403993,5
ckhey,o,32,114,32,86,0.11844461242957502,8
shey,tar,344,43,382,36,0.1182038002713025,13
r,chedy,196,341,180,408,0.11815820665143272,25
qoty,daly,84,33,72,25,0.11810771907149849,3
sheo,lor,46,38,35,42,0.11805626722019105,5
cthey,chl,47,33,47,30,0.11778571185788637,4
s,sho,328,118,285,124,0.11766097866962462,18
ckhy,l,38,156,29,144,0.11758452389849872,10
sheo,qol,46,147,35,143,0.11756020212351714,8
cthol,l,55,156,40,144,0.11742155150708132,7
ody,kar,38,58,29,47,0.11737660545701088,4
ches,shedy,44,255,45,298,0.11736787213925923,15
d,qoty,53,84,32,72,0.11716660671033248,3
qoty,cheo,84,75,72,58,0.11706113809298396,9
shar,ody,34,38,24,29,0.11694106924093725,3
s,shckhy,328,55,285,67,0.11693242071308152,19
