a,b,count_a,count_b,succ_cos,pred_cos,score
oky,ol,103,588,0.557424814130588,0.4578779154982976,0.5275607445409009
ain,l,149,156,0.6721764749318884,0.18983420099121037,0.5274737927496849
dar,ches,287,44,0.5882863488152195,0.38498823812088445,0.5272969156069189
y,l,210,156,0.6271170666278079,0.2942867726691498,0.5272679784402104
chey,key,510,33,0.5672257739964384,0.43242443737575137,0.5267853730102322
dain,oly,173,65,0.546891090461546,0.4788931420828259,0.5264917059479299
shey,l,344,156,0.6430031664513567,0.2546233506884641,0.5264892217224889
sor,lor,43,38,0.6078943889252679,0.33517751522573647,0.5260793268154085
chy,dor,197,63,0.5241357533674836,0.5299319249678258,0.5258746048475862
qoty,dy,84,204,0.5697384270025888,0.42271346967673507,0.5256309398048327
sho,cho,118,77,0.5642018406976597,0.43524566349563937,0.5255149875370535
al,chedy,311,341,0.5941117970074934,0.3625017934038229,0.5246287959263922
cheo,lor,75,38,0.6351234750810913,0.2665766811608363,0.5245594369050148
ar,d,449,53,0.6387042532876233,0.25756251835330624,0.5243617328073281
r,dair,196,93,0.5751821209236754,0.40573189154084344,0.5243470521088257
dal,dol,190,97,0.5585645201300397,0.441806030493802,0.5235369732391684
chckhy,daly,141,33,0.5369472934950013,0.4920439006980301,0.5234762756559099
dain,kal,173,30,0.5528807126070691,0.45374770239912243,0.523140809544685
oly,chckhy,65,141,0.5270547234097325,0.5137880418532993,0.5230747189428024
shy,qoky,94,137,0.6345072863067586,0.2626760895455419,0.5229579272783935
cthol,shor,55,91,0.5972304892608002,0.3491951868402041,0.5228198985346214
dain,dor,173,63,0.5427858799244746,0.4760180009778011,0.5227555162404725
dor,dy,63,204,0.5339906060543883,0.4964323404696452,0.5227231263789653
dol,dy,97,204,0.525728131177812,0.5150157157054241,0.5225144065360956
shol,shey,176,344,0.5271254004147418,0.5103387881381445,0.5220894167317626
chckhy,shedy,141,255,0.531087030688849,0.5000018568041228,0.521761478523431
sol,shedy,63,255,0.5929221150898228,0.3534143165803451,0.5210697755369795
al,tar,311,43,0.6460806878140164,0.2276928303032573,0.5205643305607887
dain,kchy,173,36,0.6111082705504878,0.30797918416871056,0.5201695446359547
al,shy,311,94,0.5735776143917962,0.39546975254482064,0.5201452558377035
chey,shckhy,510,55,0.5055828123026235,0.5528237901089796,0.5197551056445303
s,dain,328,173,0.5130611512398916,0.5347301104044434,0.5195618389892571
ar,sor,449,43,0.6265103531611123,0.2699653397458771,0.5195468491365417
chy,cthey,197,47,0.5362692860364792,0.4803202270946358,0.5194845683539261
d,cho,53,77,0.5993344423908242,0.33316166008235765,0.5194826076982842
chody,shy,80,94,0.5444608328216924,0.46101068231993514,0.5194257876711652
l,lor,156,38,0.5977722143237871,0.33597150522773095,0.5192320015949703
y,oty,210,114,0.5527475380336853,0.4408343556574796,0.5191735833208235
dar,kal,287,30,0.5167538019348905,0.5237451605532767,0.5188512095204063
tar,ches,43,44,0.5863635530850758,0.360965259224966,0.5187440649270428
chdy,dar,108,287,0.5217841292789694,0.5104805005898198,0.5183930406722245
dar,cthey,287,47,0.5619942366297036,0.41647487050889437,0.5183384267934608
dol,sol,97,63,0.5620729301084724,0.4161029977201205,0.5182819503919668
dain,daly,173,33,0.5255242393990882,0.5012621936319416,0.5182456256689442
dain,ain,173,149,0.6436888667712485,0.22415438885505723,0.5178285233963911
shol,dar,176,287,0.5425129979843143,0.45992978901155385,0.5177380352924861
chey,cthey,510,47,0.5667038529523636,0.4006848199454268,0.5168981430502826
al,chckhy,311,141,0.586703633945844,0.352889429078987,0.5165593724857869
sor,kar,43,58,0.5688284209344954,0.3940552031195506,0.5163964555900119
y,cheo,210,75,0.5814109235417992,0.36382065834301675,0.5161338439821644
dal,daly,190,33,0.46484810481300715,0.6357007590218221,0.5161039010756516
chor,chey,215,510,0.4696518631384228,0.623040299878363,0.5156683941604048
r,al,196,311,0.6049015601606954,0.30614876731370083,0.515275722306597
dal,oty,190,114,0.5338675808931703,0.471335334384746,0.515107906940643
shol,dal,176,190,0.5391632760984996,0.4578171292814678,0.5147594320533899
cthy,chckhy,100,141,0.5236335692492762,0.4937125869500079,0.5146572745594957
shey,chal,344,59,0.5295600620172976,0.47986076308251685,0.5146502723368633
s,chey,328,510,0.47756361325842117,0.6011571982196007,0.5146416887467751
ain,dair,149,93,0.6442466018346744,0.21180779518259282,0.5145149598390499
dair,kar,93,58,0.5819257037752972,0.35647134976659767,0.5142893975726873
chdy,dy,108,204,0.5104303980011279,0.5230780280602989,0.5142246870188791
chol,chey,367,510,0.5114445043348094,0.520471317359236,0.5141525482421373
chckhy,shckhy,141,55,0.4932145354790856,0.5628785442932435,0.5141137381233329
ar,cho,449,77,0.5239313036281565,0.48939469383115713,0.5135703206890567
chal,chedy,59,341,0.5639027000282023,0.39589073572015115,0.5134991107357869
y,sor,210,43,0.5963836954894705,0.3200448152019433,0.5134820314032122
chy,sor,197,43,0.5725445048884119,0.3742120026286373,0.5130447542104795
dy,chedy,204,341,0.5335172495977337,0.4651749241421034,0.5130145519610446
s,chor,328,215,0.4778253961445007,0.593470504772989,0.5125189287330472
chal,dar,59,287,0.5313855404221767,0.467160033739469,0.5121178884173643
shey,shy,344,94,0.5292475908923665,0.4715033829127772,0.5119243284984897
ches,lor,44,38,0.6028780803084459,0.29964380148267755,0.5119077966607154
r,chey,196,510,0.5140870028081946,0.5064569241066629,0.5117979791977351
char,dal,79,190,0.5206523180414412,0.4903853750857489,0.5115722351547335
r,char,196,79,0.5863236251224053,0.33672819360802264,0.5114449956680905
ain,qol,149,147,0.676403923740055,0.12644966662756538,0.5114176466063081
chy,ody,197,38,0.5767706105258805,0.35806562735418707,0.5111591155743724
cthy,dor,100,63,0.5609879955416874,0.39403852889363955,0.5109031555472731
char,sar,79,77,0.5569704714368076,0.40302217692932746,0.5107859830845635
tar,l,43,156,0.5940540280055951,0.31480487281559444,0.5102792814485949
dain,chal,173,59,0.5518784670910436,0.41302424997446846,0.510222201956071
cthol,dol,55,97,0.4563822203724637,0.6348525455944757,0.5099233179390672
she,oky,41,103,0.5405027301846326,0.4384525876782927,0.5098876874327306
shol,kchy,176,36,0.6035186640351129,0.2913262003980633,0.509860924943998
kar,chos,58,42,0.5498868661923649,0.4138906205291049,0.5090879924933869
y,she,210,41,0.5640531903967242,0.3806647611447092,0.5090366616211197
chol,kchy,367,36,0.6191581164089174,0.2509561212178045,0.5086975178515835
dal,shy,190,94,0.565403295710659,0.37463784395462274,0.508173660183848
chal,chckhy,59,141,0.49821900677773506,0.5313017567945653,0.5081438317827841
y,daly,210,33,0.511185609187071,0.5006138134845785,0.5080140704763232
chy,qoky,197,137,0.574851807349847,0.3518299592604493,0.5079452529230276
ar,lor,449,38,0.621859011717084,0.2415635166639236,0.5077703632011359
char,d,79,53,0.5614916101333164,0.3821264887859156,0.5076820737290961
y,d,210,53,0.5486385073227862,0.4112772011310776,0.5074301154652736
cho,dor,77,63,0.5424743745061495,0.4255735011464515,0.5074041124982401
shol,cthey,176,47,0.5295061010206846,0.45554738178317333,0.5073184852494312
ar,chckhy,449,141,0.5459970210856232,0.416468578749738,0.5071384883848576
o,l,114,156,0.5301585576461302,0.45342265631875733,0.5071377872479184
shol,chckhy,176,141,0.5662459285016846,0.36794568537039746,0.5067558555622985
shol,s,176,328,0.512284636106826,0.4936533121293483,0.5066952389135826
dain,ckhey,173,32,0.5393569731163689,0.42996420092732635,0.5065391414596561
cthey,al,47,311,0.559175505874407,0.3835990463895377,0.5065025680289462
chey,sor,510,43,0.5935115090874467,0.30251992511975806,0.50621403389714
ckhey,chey,32,510,0.5540578928954596,0.394384430181334,0.5061558540812219
chey,oty,510,114,0.5144849184990372,0.4858686461541815,0.5059000367955805
shckhy,chedy,55,341,0.5231856497421631,0.46492099532136283,0.505706253415923
am,al,115,311,0.3899604161062674,0.7748140300868224,0.5054165003004338
qoky,shedy,137,255,0.5753535289998083,0.3417108098099976,0.505260713242865
dar,chos,287,42,0.5386768683746056,0.4270112982694354,0.5051771973430546
dar,sol,287,63,0.535107255352698,0.43531426123529776,0.5051693571174779
shol,tol,176,42,0.5448244280060637,0.4123710251721978,0.5050884071559039
qoty,qol,84,147,0.5292428245037158,0.448408134688564,0.5049924175591702
chy,dal,197,190,0.5122444339354938,0.48703839703794516,0.5046826228662291
chy,dair,197,93,0.47794878811111485,0.5670162019506783,0.5046690122629838
s,l,328,156,0.5685921174619284,0.3552663085412591,0.5045943747857276
oly,dy,65,204,0.5164519608591902,0.4753604322766908,0.5041245022844403
chody,cthor,80,45,0.563256853152622,0.3660587085393421,0.504097409768638
chody,dol,80,97,0.47575305051962735,0.5698425856095312,0.5039799110465984
shey,she,344,41,0.49634762279906713,0.5212175480690862,0.5038086003800728
dy,qoky,204,137,0.5664605380339709,0.3575217786775974,0.5037789102270588
sol,chedy,63,341,0.551741867354595,0.3918182089486225,0.5037647698328032
dar,qoky,287,137,0.5383041322848755,0.4228789991123021,0.5036765923331035
cthy,kol,100,35,0.5160932460029356,0.47306055245210055,0.503183437937685
sy,ckhy,40,38,0.5360562674188972,0.42492713632818413,0.5027175280916832
r,ain,196,149,0.5799577606794591,0.32206377542406706,0.5025895651028415
y,ody,210,38,0.47113904696742753,0.5748105119793254,0.5022404864709968
cho,dy,77,204,0.5103545438827407,0.4828362481674098,0.5020990551681415
dam,cthor,59,45,0.43638404471607184,0.6553840845703923,0.5020840566723679
dal,sor,190,43,0.5619726825818873,0.3617056362902964,0.50189256869441
cthor,chckhy,45,141,0.5029084022614478,0.49925739692592236,0.5018131006607902
shol,qoty,176,84,0.5642229316586297,0.3558969551728163,0.5017251387128856
ody,daly,38,33,0.5419648438747136,0.4078268721327567,0.5017234523521265
d,ches,53,44,0.6040723377987387,0.2625620494040105,0.5016192512803203
ckhey,daly,32,33,0.5170146586314736,0.46562138985287677,0.5015966779978944
cthey,chckhy,47,141,0.5271739183323786,0.4406090377723234,0.501204454164362
shor,dor,91,63,0.5597399362250431,0.3642161092444001,0.5010827881308502
dal,dair,190,93,0.536589099167501,0.4170763991734394,0.5007352891692824
dain,chdy,173,108,0.5258886103857419,0.441942132128884,0.5007046669086845
qoty,sol,84,63,0.5345355553821625,0.4216834734379524,0.5006799307988994
y,chcthy,210,84,0.5166564035764191,0.46041967190501865,0.49978538407499895
kol,dor,35,63,0.5541935883540781,0.37254451333285576,0.49969886584771134
ckhey,qo,32,51,0.5627788957220105,0.3520544823467738,0.49956157170943943
dain,r,173,196,0.5036483790643493,0.48998257301140136,0.4995486372484649
dy,key,204,33,0.5422597606872086,0.399265868135729,0.4993615929217647
she,chckhy,41,141,0.5336899984479064,0.41924335330850737,0.49935600490608667
chy,shor,197,91,0.5198238322874188,0.45067071220737853,0.4990778962634067
chos,o,42,114,0.5383167712755743,0.4070403151799809,0.4989338344468963
sor,sar,43,77,0.5721365839033811,0.32732683535398877,0.49869365933856336
ar,dain,449,173,0.5615999409080424,0.35168339670100957,0.49862497764593255
or,l,390,156,0.5841505131828455,0.2974610592540186,0.49814367700419737
chody,ody,80,38,0.5151552430691045,0.45844691431625123,0.4981427444432485
y,ches,210,44,0.5494700806886658,0.37669950321611834,0.49763890744690154
sho,shor,118,91,0.5424015700072929,0.39292085829277335,0.49755735649293703
ol,chos,588,42,0.5293048053123828,0.4232822570907848,0.4974980408459034
cho,oty,77,114,0.5241691817385871,0.43516688989447455,0.49746849418535327
chdy,oly,108,65,0.48503675655732065,0.5259251149946347,0.4973032640885149
shey,qoty,344,84,0.5778667470994027,0.3091275250370242,0.4972449804806891
qoty,shy,84,94,0.5828935911278634,0.2971813044874048,0.4971799051357258
shody,chor,50,215,0.5322298428365824,0.4151268104340646,0.49709893311582704
chol,qoky,367,137,0.591827080287365,0.27596346932683524,0.497067996999206
shody,cthy,50,100,0.5164522744609615,0.45117083314240125,0.4968678420653935
kol,dy,35,204,0.5232236814530985,0.43514061287237765,0.4967987608788822
y,chl,210,33,0.48138597991062576,0.5325993734734924,0.4967499979794857
sy,chl,40,33,0.5185580382410346,0.44549429984281946,0.49663891672157007
y,char,210,79,0.49362619450742723,0.5035609100880248,0.4966066091816065
al,sor,311,43,0.6126624350347148,0.22519657731305143,0.4964226777182158
kchy,shy,36,94,0.5527952082122829,0.36383078490655585,0.49610588122056476
dain,shedy,173,255,0.5153234278247091,0.4508399984797088,0.495978399021209
dain,tol,173,42,0.580733341958392,0.2973135687170321,0.49570740998598395
chy,oky,197,103,0.5028734524708911,0.4778774519331316,0.49537465230956323
dal,tar,190,43,0.5406982150409114,0.38946213677891983,0.49532739156231387
shy,ody,94,38,0.5186361980502189,0.44047320066941054,0.49518729883597634
dain,dam,173,59,0.44822484515143024,0.6046972494607546,0.4951665664442275
r,cho,196,77,0.5475869456492707,0.37245130663948395,0.4950462539463346
y,cthol,210,55,0.532456853534942,0.40715120099623286,0.49486515777332923
chey,lor,510,38,0.5449984940726175,0.3775749847311497,0.49477144127017714
shey,qo,344,51,0.5902369493239575,0.271376254259761,0.49457874080469855
kchy,dy,36,204,0.5490690099125058,0.3671237074831334,0.49448541918369404
ches,o,44,114,0.5338471662071319,0.4024922359499623,0.494440687129981
cho,cthol,77,55,0.5933992702489486,0.26327251050126477,0.4943612423246434
chol,qoty,367,84,0.5806467275053842,0.2922544750070923,0.49412905175589655
cho,oky,77,103,0.5428636426078165,0.3804007554022383,0.49412477644614305
oky,chody,103,80,0.5212190245696752,0.4300415224779046,0.49386577394214404
cho,chckhy,77,141,0.5436739744304445,0.3775131876465056,0.49382573839526284
shody,chol,50,367,0.5674787480657323,0.32137889021806954,0.49364879071143347
cthy,ckhy,100,38,0.4857017344209991,0.5114956544829439,0.49343991043958246
kchy,chy,36,197,0.5775666890005917,0.2966721455684161,0.493298325970939
chey,chl,510,33,0.4208935239877403,0.6621796289941718,0.4932793554896697
cthol,shy,55,94,0.5630103537238719,0.330471994033069,0.493248845816631
dol,ches,97,44,0.5134413614217656,0.4454567774928723,0.49304598624309753
ain,chedy,149,341,0.564299314678518,0.32662529527971657,0.4929971088588776
oky,dy,103,204,0.4930680245363928,0.4926371183065198,0.49293875266743087
shody,cthol,50,55,0.5153462441849057,0.44051675712698113,0.4928973980675283
shol,oky,176,103,0.5248936728863322,0.4179395978639575,0.4928074503796197
ol,daly,588,33,0.46438883496423883,0.5591094167934307,0.4928050095129964
chdy,dal,108,190,0.509235014574015,0.45433885230375326,0.4927661658929364
shol,qoky,176,137,0.5729451185684398,0.3052632487599787,0.4926405576259014
al,ches,311,44,0.5890688854610263,0.26595185018235795,0.4921337748774258
chy,key,197,33,0.5417604870613626,0.37574040009204185,0.49195446097056633
dain,shor,173,91,0.5703525305047459,0.308681865625055,0.4918513310408386
ol,qo,588,51,0.5487767833254529,0.35865603659462564,0.4917405593062047
shody,cthey,50,47,0.531629046176037,0.39834678984444916,0.49164436927656063
dam,chckhy,59,141,0.49203995877693746,0.4902147412158812,0.49149239350862056
sor,sol,43,63,0.5290149720368277,0.40380983648807645,0.49145343137220227
chody,dor,80,63,0.5067331728877155,0.45563154875963996,0.4914026856492928
shckhy,shedy,55,255,0.5118586292731068,0.44327294781107174,0.4912829248344962
dar,shy,287,94,0.5272779404426319,0.4071529240818124,0.491240435534386
sar,qol,77,147,0.49420434329810736,0.48375358511601924,0.4910691158434809
kol,dal,35,190,0.5150413735619248,0.43511137147585094,0.4910623729361026
kol,chy,35,197,0.5164927031780937,0.43135361304919784,0.49095097613942495
or,dain,390,173,0.4827733102354894,0.5099151387431521,0.4909158587877882
sor,shy,43,94,0.5430450802499491,0.3681789523967713,0.49058524189399577
s,oky,328,103,0.4827902453644338,0.5079940423278756,0.4903513844534663
cthy,cthey,100,47,0.4822608458593427,0.5089003967866784,0.4902527111375434
ckhey,chy,32,197,0.5737167253948624,0.2953609255105889,0.4902099854295803
sho,kol,118,35,0.5309259855042324,0.39513255257322843,0.49018795562493117
al,oty,311,114,0.5444875739290775,0.36270190341491465,0.48995187277482866
chor,dol,215,97,0.45507496086933114,0.571134062065955,0.48989269122831824
char,chos,79,42,0.5841332809852338,0.2697935414462848,0.4898313591235491
dain,she,173,41,0.5212081941726796,0.41586196805020303,0.48960432633593665
dal,oly,190,65,0.47737263225624776,0.5177021527177802,0.48947148839470744
chdy,shy,108,94,0.48658888468643985,0.49369766911307256,0.48872152001442964
chos,ches,42,44,0.5604232181060712,0.3213686011074786,0.4887068330064934
s,dal,328,190,0.4844130025534392,0.49805618608173474,0.48850595761192783
y,sar,210,77,0.5510286361626127,0.34212825257002,0.48835852108483485
char,cheo,79,75,0.5076965319942734,0.4427121763376547,0.4882012252972878
chor,daly,215,33,0.5351857087817744,0.3782450355664872,0.4881035068171882
kal,al,30,311,0.5269032259852234,0.3972441421434899,0.48800550083270333
dain,oky,173,103,0.5256667325013241,0.39964557113589266,0.48786038409169463
ar,oty,449,114,0.5313082815106628,0.38630907541720266,0.48780851968262473
shol,ckhey,176,32,0.5773173417570093,0.2787077757273985,0.4877344719481261
chor,kchy,215,36,0.575859253563595,0.2820298260597889,0.4877104253124531
chor,dal,215,190,0.5072887961637259,0.44189843382691074,0.4876716874626813
chor,cthey,215,47,0.5241280200977744,0.4024792851088689,0.48763339960110275
char,oty,79,114,0.5380265859831724,0.36931329010904956,0.48741259722093555
sho,dol,118,97,0.48347128914703874,0.49658364312847725,0.48740499534147025
d,kar,53,58,0.5631908013373079,0.31048598092657514,0.48737935521408804
al,qoky,311,137,0.6320536709277614,0.1497066999545469,0.48734957963579706
